url,url_length,entropy,has_ip,num_subdomains,label
https://playbmx4d.one,21,4.106603137064473,0,1,0
https://allegro.category-43568234689-id8989239947882347.shop,60,4.517155962520949,0,2,1
https://linhabranca-oficial36.vercel.app/,41,4.201842785465543,0,2,1
https://eng-lledgerlive.zapier.app/,35,3.954442574694573,0,2,1
https://ca7hands.top,20,3.584183719779189,0,1,0
https://rhnet.gob.mx,20,3.7841837197791888,0,2,0
https://stayfriends.com,23,4.023136955868885,0,1,0
https://www.dpdlocazu.shop/com/,31,3.84888461662912,0,2,1
https://qr.update-ledger.gl,27,3.8841550945958048,0,2,1
http://allegro.916437.lat/,26,3.997952698660691,0,2,1
https://1xbetbk6.com,20,3.884183719779189,0,1,0
https://cherrypimps.com,23,3.708132064658602,0,1,0
https://amzlxix.com/,20,3.784183719779188,0,1,1
https://topersatzteile.de,25,3.619470570797251,0,1,0
https://fransutbildningar.com/,30,4.164735178725505,0,1,1
http://allegrolokalnie.904831.click,35,4.283293289103914,0,2,1
https://ky.gov-mxd.help/,24,4.053508854797679,0,2,1
https://aramco.shop/cn/,23,3.567040216926579,0,1,1
https://theblogosphereunlimited.co.uk,37,4.1416216087552495,0,2,0
https://safe-cap.com,20,3.721928094887362,0,1,0
https://started-treser-io.wixstudio.com/start,45,3.922315530038771,0,2,1
https://economicsdiscussion.net,31,3.683742181830289,0,1,0
https://group-glspte.cfd/pts,28,3.824862957617357,0,1,1
https://tx.yghnmjh.cyou/,24,3.8239348962840567,0,2,1
https://myapps-trzosuite.wixstudio.com/en-us,44,4.209574380917048,0,2,1
https://bradesco.acessopjnet.click/,35,4.036006945330954,0,2,1
https://kerio.com,17,3.734521664779752,0,1,0
https://www.dpdlocazw.cyou/com/,31,3.873235826376329,0,2,1
https://8slp.net,16,3.327819531114783,0,1,0
https://id.govxcsf.autos/,25,3.9132696895151073,0,2,1
https://pc-digital2026.vercel.app/,34,4.160704752887782,0,2,1
http://allegrolokalnie.15212k5.click,36,4.104243668758971,0,2,1
http://synthesizationg.pages.dev/,33,3.945464952495108,0,2,1
https://wa-atomic-eng.wixstudio.com/en-us,41,4.1923218214274165,0,2,1
https://kpws.co.uk,18,3.5032583347756456,0,2,0
https://mgbygrfsvd1.com/28dqtxznagxcpjn15nhx,44,4.60092167520963,0,1,1
https://lupaonline.com,22,3.913977073182751,0,1,0
https://ledgercom-start.webflow.io/,35,4.207435516759525,0,2,1
https://checkeeper.com,22,3.5160276412662297,0,1,0
https://servr.org,17,3.4548223999466066,0,1,0
https://allegro-lokalnie.1974275r5.sbs,38,4.438588368649811,0,2,1
https://web-entwicklungsupdate.weebly.com/,42,4.318045625665337,0,2,1
https://foliodx.com,19,3.787143960698141,0,1,0
https://redondo.org,19,3.5766176449086675,0,1,0
https://vt.uyhgtfr.cyou/,24,3.720175521464345,0,2,1
https://mirparfuma.by,21,3.820888851350188,0,1,0
https://sign-intoxfinity.weeblysite.com/,40,4.115957320949174,0,2,1
https://meta-mask-io.wixstudio.com/us-en,40,4.127567157116928,0,2,1
https://889993188.xyz,21,3.594465636961452,0,1,0
https://edfrance-relation.com/captcha,37,4.033513500647142,0,1,1
https://pelakudarat4d.site,26,3.8252517372886503,0,1,0
https://tx.eszxyjh.cyou/,24,3.772055208874201,0,2,1
https://ks.govevsf.autos/,25,3.7034651896016464,0,2,1
http://allegro-lokalnie.345093093fi23o.lat/,43,4.295353348118593,0,2,1
https://gov-hau.help/,21,3.748994803525096,0,1,1
https://tajmie.ir,17,3.5724694587701364,0,1,0
https://gov-mcr.help/,21,3.880179922675737,0,1,1
https://bhdconfdalog.iceiy.com/,31,4.17146526179041,0,2,1
https://service-retour.com/captcha.php,38,3.905307776373748,0,1,1
http://allegrolokalnie.60892370156731.lat,41,4.403419919770188,0,2,1
https://startio-trexio-ai.wixstudio.com/us-en,45,4.055648863372104,0,2,1
https://matichosting.com,24,3.6682958340544896,0,1,0
https://t-mobile.govnii.autos/pay/,34,4.101881223476018,0,2,1
https://genky.co.jp,19,3.82687488186464,0,2,0
https://realizzailtuosogno.it,29,3.9093680639438846,0,1,0
https://home-endus.wixstudio.com/en-us,38,4.043337052632604,0,2,1
https://sfcable.com,19,3.82687488186464,0,1,0
https://mediapro360.co.uk,25,4.243856189774723,0,2,0
https://desirable-vision-869022.framer.app/,43,4.466166789233626,0,2,1
https://compitaspicks.com/,26,3.555269044648117,0,1,1
http://introofficial.wixstudio.com/app-live,43,4.239763591710148,0,2,1
https://mamaearth.in,20,3.546439344671016,0,1,0
https://modernway.us,20,4.021928094887363,0,1,0
https://tecson.de,17,3.454822399946607,0,1,0
http://contrbhdacctua893.iceiy.com,34,4.157767533178669,0,2,1
https://hypovereinsbank.meinkundenbereich.org/auth/login.php,60,4.279411587412776,0,2,1
https://plus-abonnement.com/support/login/,42,4.050304851907326,0,1,1
